Code,Item Description
008999PT,LAG NATCHEZ
00899X,LAG NATCHEZ
056301,LAG NEAR EAST
056305,LAG NEAR EAST
056305TR,LAG NEAR EAST
056307TR,LAG NEAR EAST
054501,LAG PEPPERMINT LACE
054505,LAG PEPPERMINT LACE
054505PT,LAG PEPPERMINT LACE
054505TR,LAG PEPPERMINT LACE
055401,LAG PETITE EMBERS TM
055405,LAG PETITE EMBERS TM
055405PT,LAG PETITE EMBERS TM
055501,LAG PETITE ORCHID TM
055505,LAG PETITE ORCHID TM
055505PT,LAG PETITE ORCHID TM
055601,LAG PETITE PINKIE TM
055605,LAG PETITE PINKIE TM
055605PT,LAG PETITE PINKIE TM
055651,LAG PETITE PLUM R
055655,LAG PETITE PLUM R
055655PT,LAG PETITE PLUM R
055701,LAG PETITE RED IMP TM
055705,LAG PETITE RED IMP TM
055801,LAG PETITE SNOW TM
055805,LAG PETITE SNOW TM
055805PT,LAG PETITE SNOW TM
015281,LAG PINK VELOUR R PP10319
015285,LAG PINK VELOUR R PP10319
009011,LAG POCOMOKE
009012,LAG POCOMOKE
017921,LAG PURPLE TOWER
017925TR,LAG PURPLE TOWER
040701,LAG RASPBERRY DAZZLE R PP17216
040705,LAG RASPBERRY DAZZLE R PP17216
009025,LAG RED ROCKET R PP11342
009029,LAG RED ROCKET R PP11342
009029BH,LAG RED ROCKET R PP11342
056201,LAG SEMINOLE
056205,LAG SEMINOLE
056205TR,LAG SEMINOLE
056207TR,LAG SEMINOLE
056209,LAG SEMINOLE
029825,LAG SIREN RED R P14975
009035,LAG TUSCARORA
009037,LAG TUSCARORA
009039,LAG TUSCARORA
009039BH,LAG TUSCARORA
00903X,LAG TUSCARORA
050535,LAG VELMA'S ROYAL DELIGHT
050537,LAG VELMA'S ROYAL DELIGHT
050539,LAG VELMA'S ROYAL DELIGHT
056401,LAG WATERMELON RED
056405,LAG WATERMELON RED
056405TR,LAG WATERMELON RED
056407TR,LAG WATERMELON RED
020051,LAG WHITE CHOCOLATE
020055,LAG WHITE CHOCOLATE
020057,LAG WHITE CHOCOLATE
054475,LAG X ACOMA
027001,LAG X CHOCTAW
054395,LAG X HOPI
054551,LAG X PECOS
054555,LAG X PECOS
054555PT,LAG X PECOS
054555TR,LAG X PECOS
054557TR,LAG X PECOS
056355,LAG X TONTO
056357,LAG X TONTO
056359,LAG X TONTO
056359BH,LAG X TONTO
054571,LAG X ZUNI
054575,LAG X ZUNI
054575PT,LAG X ZUNI
054575TR,LAG X ZUNI
054577,LAG X ZUNI
054577TR,LAG X ZUNI
054579,LAG X ZUNI
054579B,LAG X ZUNI
024901,LAMIUM M PURPLE DRAGON P15890
03092UT,LAMIUM MAC ANNE GREENWAY
030921,LAMIUM MAC ANNE GREENWAY
02489UT,LAMIUM MAC BEACON SILVER
00904UT,LAMIUM MACULATUM RED NANCY
05657UT,LAMIUM MACULATUM WHITE NANCY
009081,LAMIUM ORCHID FROST PP11122
089452,LANTANA BANDANA R PINK PP20555
089462,LANTANA BANDANA R ROSE IMP
056611,LANTANA CAM AMERICAN RED
056612,LANTANA CAM AMERICAN RED
056612ST,LANTANA CAM AMERICAN RED
056801,LANTANA CAM DWARF YELLOW
056621,LANTANA CAM GOLD RUSH TM
056871,LANTANA CAM LEMON SWIRL R
056641,LANTANA CAM MARY ANN
056641SPT,LANTANA CAM MARY ANN
056643PT,LANTANA CAM MARY ANN
05684UT,LANTANA CAM MISS HUFF
056841,LANTANA CAM MISS HUFF
056842,LANTANA CAM MISS HUFF
009131,LANTANA CAM MOZELLE
009133PT,LANTANA CAM MOZELLE
056851,LANTANA CAM RADIATION
056631,LANTANA CHAPEL HILL YLW P19548
056631SPT,LANTANA CHAPEL HILL YLW P19548
056632,LANTANA CHAPEL HILL YLW P19548
056632ST,LANTANA CHAPEL HILL YLW P19548
056633PT,LANTANA CHAPEL HILL YLW P19548
056635PT,LANTANA CHAPEL HILL YLW P19548
05663E,LANTANA CHAPEL HILL YLW P19548
05695UT,LANTANA CONFETTI TM
056951,LANTANA CONFETTI TM
056952,LANTANA CONFETTI TM
056952ST,LANTANA CONFETTI TM
056953PT,LANTANA CONFETTI TM
056955PT,LANTANA CONFETTI TM
00909UT,LANTANA NEW GOLD
009091,LANTANA NEW GOLD
009092ST,LANTANA NEW GOLD
009093PT,LANTANA NEW GOLD
009095PT,LANTANA NEW GOLD
056881,LANTANA PAT TM RAINBOW PP9837
057231,LANTANA S LAVENDER SWIRL R
057231SPT,LANTANA S LAVENDER SWIRL R
057031,LANTANA S WHITE LIGHTNIN' R
057251,LANTANA SELLOWIANA (MONTEVDNS)
057051,LANTANA SPREADING SUNSET R
057052,LANTANA SPREADING SUNSET R
057052ST,LANTANA SPREADING SUNSET R
057055PT,LANTANA SPREADING SUNSET R
057102ST,LANTANA SPREADING SUNSHINE R
057103PT,LANTANA SPREADING SUNSHINE R
057105PT,LANTANA SPREADING SUNSHINE R
057151,LANTANA SUNBURST TM
057153PT,LANTANA SUNBURST TM
057155PT,LANTANA SUNBURST TM
057201,LANTANA TANGERINE TM
057201SPT,LANTANA TANGERINE TM
057202,LANTANA TANGERINE TM
057202ST,LANTANA TANGERINE TM
057203PT,LANTANA TANGERINE TM
057205PT,LANTANA TANGERINE TM
024461,LANTANA TEENIE GENIE R PP17612
024461SPT,LANTANA TEENIE GENIE R PP17612
024462,LANTANA TEENIE GENIE R PP17612
024465PT,LANTANA TEENIE GENIE R PP17612
02446E,LANTANA TEENIE GENIE R PP17612
057265,LARIX DECIDUA
057275,LARIX DECIDUA PENDULA
057277,LARIX DECIDUA PENDULA
052565,LARIX KAEMPHERI DIANA
052567,LARIX KAEMPHERI DIANA
053425,LARIX LARICINA BLUE SPARKLER
05342M,LARIX LARICINA BLUE SPARKLER
080551,LAURENTIA AX DEJA BLUE TM
05729UT,LAURUS NOBILIS
057291,LAURUS NOBILIS
057292PT,LAURUS NOBILIS
057295,LAURUS NOBILIS
057295PT,LAURUS NOBILIS
057295PY,LAURUS NOBILIS
05729E,LAURUS NOBILIS
05729ECN,LAURUS NOBILIS
05729EGL,LAURUS NOBILIS
05729EPT,LAURUS NOBILIS
05729EPY,LAURUS NOBILIS
05729EST,LAURUS NOBILIS
02147UT,LAURUS NOBILIS EMERALD WAVE R
021471,LAURUS NOBILIS EMERALD WAVE R
021471S,LAURUS NOBILIS EMERALD WAVE R
021472,LAURUS NOBILIS EMERALD WAVE R
021475,LAURUS NOBILIS EMERALD WAVE R
02147E,LAURUS NOBILIS EMERALD WAVE R
02147EPT,LAURUS NOBILIS EMERALD WAVE R
02147M,LAURUS NOBILIS EMERALD WAVE R
02147S,LAURUS NOBILIS EMERALD WAVE R
068231,LAVANDULA ANG ASHDOWN FOREST
068211,LAVANDULA ANG FOLEGATE
009161,LAVANDULA ANG HIDCOTE
00916E,LAVANDULA ANG HIDCOTE
018211,LAVANDULA ANG HIDCOTE SUPERIOR
018212,LAVANDULA ANG HIDCOTE SUPERIOR
068221,LAVANDULA ANG MELISSA LILAC
05731UT,LAVANDULA ANG MUNSTEAD
057311,LAVANDULA ANG MUNSTEAD
057312,LAVANDULA ANG MUNSTEAD
05731E,LAVANDULA ANG MUNSTEAD
057321,LAVANDULA DEN CANDICANS
057391,LAVANDULA DEN GOODWIN CRK GRAY
057392,LAVANDULA DEN GOODWIN CRK GRAY
028491,LAVANDULA LEMON LEIGH PP16600
017891,LAVANDULA PIN BUCHII
017841,LAVANDULA STO HAZEL PP20894
017842,LAVANDULA STO HAZEL PP20894
017845,LAVANDULA STO HAZEL PP20894
05736UT,LAVANDULA STO OTTO QUAST
026591,LAVANDULA STO WINTERBEE P20840
026592,LAVANDULA STO WINTERBEE P20840
026595,LAVANDULA STO WINTERBEE P20840
068201,LAVANDULA STO X VIR BALLERINA
068191,LAVANDULA STO X VIR FATHEAD
068181,LAVANDULA STO X VIR RGL SPLNDR
068182,LAVANDULA STO X VIR RGL SPLNDR
02848UT,LAVANDULA THUMBELINA LE P15231
028481,LAVANDULA THUMBELINA LE P15231
02848E,LAVANDULA THUMBELINA LE P15231
02848EGL,LAVANDULA THUMBELINA LE P15231
04097UT,LAVANDULA X INT GROSSO
040971,LAVANDULA X INT GROSSO
02813UT,LAVANDULA X INT PROVENCE
028131,LAVANDULA X INT PROVENCE
028132,LAVANDULA X INT PROVENCE
057401,LAVATERA MARITIMA
057405,LAVATERA MARITIMA
057421,LAVATERA THUR BARNSLEY
02148UT,LEONTOPODIUM ALPINUM
021481,LEONTOPODIUM ALPINUM
06219UT,LEPTINELLA GRUVERI
06224UT,LEPTINELLA X PLATT'S BLACK
020771,LEPTODERMIS OBLONGA
020772,LEPTODERMIS OBLONGA
057491,LEPTOSPERMUM NANUM RURU
057492,LEPTOSPERMUM NANUM RURU
025401,LEUCOPHYLLUM C THUNDER CLOUDTM
025402,LEUCOPHYLLUM C THUNDER CLOUDTM
025405,LEUCOPHYLLUM C THUNDER CLOUDTM
046532,LEUCOPHYLLUM LAN BRAVE RIVER
025431,LEUCOPHYLLUM LAN LYNN'S LEGACY
025432,LEUCOPHYLLUM LAN LYNN'S LEGACY
025435,LEUCOPHYLLUM LAN LYNN'S LEGACY
025412,LEUCOPHYLLUM LAN RIO BRAVO R
025442,LEUCOPHYLLUM ZYG CIMARRON R
060321,LEUCOSCEPTRUM JAP GOLDEN ANGEL
060322,LEUCOSCEPTRUM JAP GOLDEN ANGEL
060325,LEUCOSCEPTRUM JAP GOLDEN ANGEL
057702,LEUCOTHOE AXILLARIS
035491,LEUCOTHOE FONT NANA
035492,LEUCOTHOE FONT NANA
057751,LEUCOTHOE FONT RAINBOW
057752,LEUCOTHOE FONT RAINBOW
044381,LEUCOTHOE FONT SCARLETTA R
044382,LEUCOTHOE FONT SCARLETTA R
02085UT,LEWISIA COT LITTLE PLUM
05785UT,LEWISIA COT RAINBOW MIX
057881,LIATRIS SPI KOBOLD
094191,LIBERTIA TAUPO BLAZE
032182,LIGULARIA BR M CRAWFORD P16123
033342,LIGULARIA PRZEWALSKI
009281,LIGULARIA STEN THE ROCKET
009282,LIGULARIA STEN THE ROCKET
022312,LIGULARIA TUSS GIGANTEA
022315,LIGULARIA TUSS GIGANTEA
024125PT,LIGUSTRUM JAP JACK FROST
058151,LIGUSTRUM JAP NOBILIS
058155,LIGUSTRUM JAP NOBILIS
058155PT,LIGUSTRUM JAP NOBILIS
058157P2,LIGUSTRUM JAP NOBILIS
009193,LIGUSTRUM JAP RECURVIFOLIUM
009197,LIGUSTRUM JAP RECURVIFOLIUM
009199BH,LIGUSTRUM JAP RECURVIFOLIUM
009199TR,LIGUSTRUM JAP RECURVIFOLIUM
058101,LIGUSTRUM JAPONICUM
009213,LIGUSTRUM JAPONICUM VARIEGATUM
058201,LIGUSTRUM TEXANUM
058203,LIGUSTRUM TEXANUM
058205,LIGUSTRUM TEXANUM
058205P2,LIGUSTRUM TEXANUM
058205PT,LIGUSTRUM TEXANUM
058205Y2,LIGUSTRUM TEXANUM
058205Y4,LIGUSTRUM TEXANUM
058207,LIGUSTRUM TEXANUM
058207P2,LIGUSTRUM TEXANUM
058207P3,LIGUSTRUM TEXANUM
058207PT,LIGUSTRUM TEXANUM
058207Y5,LIGUSTRUM TEXANUM
058209,LIGUSTRUM TEXANUM
058209BH,LIGUSTRUM TEXANUM
058209P3,LIGUSTRUM TEXANUM
058209SP,LIGUSTRUM TEXANUM
058209Y5,LIGUSTRUM TEXANUM
05820MY5,LIGUSTRUM TEXANUM
058401,LIGUSTRUM VICARYI
058402,LIGUSTRUM VICARYI
058405,LIGUSTRUM VICARYI
058451,LIGUSTRUM VULGARE LODENSE
058455,LIGUSTRUM VULGARE LODENSE
057901,LIGUSTRUM X SUWANNEE RIVER
057905,LIGUSTRUM X SUWANNEE RIVER
020911,LILIUM 'CONCA D' OR'
020921,LILIUM 'GLUHWEIN'
058481,LIMONIUM PEREZII
07580UT,LIPPIA GRAVEOLENS
058495,LIQUID STYR ROTUNDILOBA
058505,LIQUID STYRACIFLUA
058805,LIRIODENDRON MAJESTIC BEAUTY R
058755,LIRIODENDRON TULIPIFERA
036805,LIRIODENDRON TULIPIFERA ARNOLD
036541,LIRIOPE EMRLD GODDESS R P15471
009651,LIRIOPE GREEN
00966UT,LIRIOPE MUSCARI AZTEC GRASS
009661,LIRIOPE MUSCARI AZTEC GRASS
00967UT,LIRIOPE MUSCARI BIG BLUE
009671,LIRIOPE MUSCARI BIG BLUE
058851,LIRIOPE MUSCARI MAJESTIC
009761,LIRIOPE MUSCARI MONROE'S WHITE
00977UT,LIRIOPE MUSCARI ROYAL PURPLE
009771,LIRIOPE MUSCARI ROYAL PURPLE
058901,LIRIOPE MUSCARI SILVR SUNPROOF
058902,LIRIOPE MUSCARI SILVR SUNPROOF
00979UT,LIRIOPE MUSCARI VARIEGATA
009791,LIRIOPE MUSCARI VARIEGATA
009811,LIRIOPE SPICATA
05892UT,LIRIOPE SPICATA SILVER DRAGON
058921,LIRIOPE SPICATA SILVER DRAGON
058922,LIRIOPE SPICATA SILVER DRAGON
05894UT,LITHODORA GRACE WARD
058941,LITHODORA GRACE WARD
075741,LITHODORA GRACE WARD VAR PPAF
009841,LOBELIA COMPLIMENT RED
077631,LOBELIA LAXIFLORA
077632,LOBELIA LAXIFLORA
072511,LOBELIA X SPE RUSSIAN PRINCESS
059001,LONICERA HILDEBRANDIANA
059005,LONICERA HILDEBRANDIANA
059051,LONICERA JAP HALLIANA
059051S,LONICERA JAP HALLIANA
059051ST,LONICERA JAP HALLIANA
059052ST,LONICERA JAP HALLIANA
059055ST,LONICERA JAP HALLIANA
059101,LONICERA JAP PURPUREA
059101ST,LONICERA JAP PURPUREA
059105ST,LONICERA JAP PURPUREA
084391,LONICERA PCHES & CREAM PP21839
084395,LONICERA PCHES & CREAM PP21839
059181,LONICERA PER BERRIES JUBILEE R
059181S,LONICERA PER BERRIES JUBILEE R
059185,LONICERA PER BERRIES JUBILEE R
086361S,LONICERA PER SCENTSATION
086365,LONICERA PER SCENTSATION
059211,LONICERA PER WINCHESTER
059212ST,LONICERA PER WINCHESTER
059215,LONICERA PER WINCHESTER
067761,LONICERA RET KINTZLEYS GHOST R
067762,LONICERA RET KINTZLEYS GHOST R
067765,LONICERA RET KINTZLEYS GHOST R
059201,LONICERA SEMP MAGNIFICA
059205,LONICERA SEMP MAGNIFICA
067831,LONICERA SEMP MAJOR WHEELER
067831S,LONICERA SEMP MAJOR WHEELER
067832,LONICERA SEMP MAJOR WHEELER
067835,LONICERA SEMP MAJOR WHEELER
059271,LONICERA X BRO DROPMORE SCARLT
059272ST,LONICERA X BRO DROPMORE SCARLT
059275,LONICERA X BRO DROPMORE SCARLT
058991,LONICERA X GOLDFLAME
058991S,LONICERA X GOLDFLAME
058992ST,LONICERA X GOLDFLAME
058995,LONICERA X GOLDFLAME
059111,LONICERA X MANDARIN PP11083
059111S,LONICERA X MANDARIN PP11083
059115,LONICERA X MANDARIN PP11083
091002,LOPHOMYRTUS RED DRAGON R
071911,LOPHOMYRTUS X RALPHII SUNDAE
071915,LOPHOMYRTUS X RALPHII SUNDAE
040962,LORO C DARUMA
037425,LORO C EVER RED R
037425PT,LORO C EVER RED R
040201,LORO C PIPA'S RED
040202,LORO C PIPA'S RED
059231,LORO C RUBRUM RAZZLEBERRI R
059232,LORO C RUBRUM RAZZLEBERRI R
059233,LORO C RUBRUM RAZZLEBERRI R
059235,LORO C RUBRUM RAZZLEBERRI R
059235PT,LORO C RUBRUM RAZZLEBERRI R
059237PT,LORO C RUBRUM RAZZLEBERRI R
059191,LORO C SIZZLING PINK
059192,LORO C SIZZLING PINK
059192PT,LORO C SIZZLING PINK
059192ST,LORO C SIZZLING PINK
059193,LORO C SIZZLING PINK
059195,LORO C SIZZLING PINK
059195ES,LORO C SIZZLING PINK
059195PT,LORO C SIZZLING PINK
059197PT,LORO C SIZZLING PINK
098401,LORO C SNOW PANDA
098402,LORO C SNOW PANDA
098405,LORO C SNOW PANDA
009931,LORO C SUZANNE
009932,LORO C SUZANNE
009933,LORO C SUZANNE
009935,LORO C SUZANNE
009941,LORO C ZHUZHOU FUCHSIA
009943,LORO C ZHUZHOU FUCHSIA
009945,LORO C ZHUZHOU FUCHSIA
046785,LORO TRAILING #9 (PPAF)
06226UT,LOTUS CORNICULATUS PLENIFLORUS
029611,LUPINUS POL MINARETTE
029611S,LUPINUS POL MINARETTE
06231UT,LYSIMACHIA NUMMULARIA AUREA
062311,LYSIMACHIA NUMMULARIA AUREA
086861,LYSIMACHIA PRO GOLDEN GLOBES
059381,MACFADYENA UNGUIS-CATI
059385,MACFADYENA UNGUIS-CATI
009985,MAG G ALTA TM P11612
009989,MAG G ALTA TM P11612
026045,MAG G BABY GRAND PP13851
026047,MAG G BABY GRAND PP13851
060435,MAG G BRACKENS BROWN BEAUTY
060437,MAG G BRACKENS BROWN BEAUTY
060439,MAG G BRACKENS BROWN BEAUTY
06043X,MAG G BRACKENS BROWN BEAUTY
059525,MAG G DD BLANCHARD
059527,MAG G DD BLANCHARD
059529,MAG G DD BLANCHARD
010035,MAG G GREENBACK TM P9243
039735,MAG G KAY PARRIS
039739,MAG G KAY PARRIS
03973M,MAG G KAY PARRIS
059435,MAG G LITTLE GEM
059437,MAG G LITTLE GEM
059437ES,MAG G LITTLE GEM
059439,MAG G LITTLE GEM
059439ES,MAG G LITTLE GEM
05943X,MAG G LITTLE GEM
059505,MAG G SAINT MARY
059507,MAG G SAINT MARY
059509,MAG G SAINT MARY
020105,MAG G TEDDY BEAR R PP13049
020107,MAG G TEDDY BEAR R PP13049
020109,MAG G TEDDY BEAR R PP13049
02010M,MAG G TEDDY BEAR R PP13049
059905,MAG LILIFLORA NIGRA
059455,MAG MAJESTIC BEAUTY R
059457,MAG MAJESTIC BEAUTY R
059459,MAG MAJESTIC BEAUTY R
060401,MAG STELLATA ROYAL STAR
060405,MAG STELLATA ROYAL STAR
06040M,MAG STELLATA ROYAL STAR
060427,MAG VIRGINIANA
010085,MAG X ANN
059515TR,MAG X ATHENE
059517TR,MAG X ATHENE
059585,MAG X BLACK TULIP PPAF
059585TR,MAG X BLACK TULIP PPAF
059587TR,MAG X BLACK TULIP PPAF
059619,MAG X BLUSHING BELLE
09423M,MAG X BURGUNDY STAR PPAF
060115TR,MAG X DAYBREAK
060117TR,MAG X DAYBREAK
059425,MAG X ELIZABETH
059425TR,MAG X ELIZABETH
059427,MAG X ELIZABETH
059427TR,MAG X ELIZABETH
05942M,MAG X ELIZABETH
059595TR,MAG X FELIX JURY PPAF
059597TR,MAG X FELIX JURY PPAF
060125TR,MAG X GALAXY
059629,MAG X GOLDEN RAIN
059601,MAG X LOEB LEONARD MESSEL
059605,MAG X LOEB LEONARD MESSEL
05960M,MAG X LOEB LEONARD MESSEL
059951,MAG X LOEB MERRILL
059955,MAG X LOEB MERRILL
05995M,MAG X LOEB MERRILL
059649,MAG X PINK DELIGHT
059569,MAG X PINK SURPRISE
059551,MAG X RANDY
059555,MAG X RANDY
05955M,MAG X RANDY
059635,MAG X ROSE MARIE
059635TR,MAG X ROSE MARIE
059637,MAG X ROSE MARIE
059639,MAG X ROSE MARIE
060155,MAG X SOUL ALEXANDRINA
060159,MAG X SOUL ALEXANDRINA
06015M,MAG X SOUL ALEXANDRINA
060101,MAG X SOULANGIANA
060105,MAG X SOULANGIANA
059575,MAG X TIMELESS BEAUTY R
059577,MAG X TIMELESS BEAUTY R
059579,MAG X TIMELESS BEAUTY R
059395TR,MAG X VEITCHII COLUMBUS
060185TR,MAG X VULCAN
060195,MAG X YELLOW BIRD
060195TR,MAG X YELLOW BIRD
060197,MAG X YELLOW BIRD
060197TR,MAG X YELLOW BIRD
06019M,MAG X YELLOW BIRD
060701,MAHONIA AQUIFOLIUM
060705,MAHONIA AQUIFOLIUM
060751,MAHONIA AQUIFOLIUM COMPACTA
060752,MAHONIA AQUIFOLIUM COMPACTA
060755,MAHONIA AQUIFOLIUM COMPACTA
060901,MAHONIA BEALEI
060905,MAHONIA BEALEI
060907,MAHONIA BEALEI
060922,MAHONIA FORTUNEI
060925,MAHONIA FORTUNEI
060931,MAHONIA NERVOSA
060805,MAHONIA ORANGEE FLAME
06095UT,MAHONIA REPENS
060951,MAHONIA REPENS
060952,MAHONIA REPENS
036655,MAHONIA X CHARITY
053585,MAHONIA X MED LIONEL FORTESCUE
030575,MALUS CENTURION R
018325,MALUS SARGENTII TINA
030585,MALUS SIEBOLDII CALOCARPA
06109MT,MALUS X ANNA APPLE
058955TR,MALUS X FUJI APPLE
05895MT,MALUS X FUJI APPLE
06104MT,MALUS X GOLDEN DELICIOUS APPLE
06105MT,MALUS X GRANNY SMITH APPLE
05898MT,MALUS X HONEYCRISP TM APPLE
061145,MALUS X PRAIRIFIRE
05896MT,MALUS X RED DELICIOUS APPLE
05852UT,MALVA ARBOREUS VAR BIG MOMMA
058521,MALVA ARBOREUS VAR BIG MOMMA
061201,MAN ALICE DU PONT
061205,MAN ALICE DU PONT
085801,MAN BRIDE'S CASCADE PPAF
085805,MAN BRIDE'S CASCADE PPAF
061211,MAN MOONLIGHT PARFAIT R P12123
061215,MAN MOONLIGHT PARFAIT R P12123
061191,MAN PNK PRFT R P11787-P6300547
061192,MAN PNK PRFT R P11787-P6300547
061195,MAN PNK PRFT R P11787-P6300547
061241,MAN RED RIDING HOOD
061241BH,MAN RED RIDING HOOD
061241ST,MAN RED RIDING HOOD
061242BH,MAN RED RIDING HOOD
061242ST,MAN RED RIDING HOOD
061245,MAN RED RIDING HOOD
061245ST,MAN RED RIDING HOOD
06124K,MAN RED RIDING HOOD
061271ST,MAN S RED FURY PP19698
037002,MAN STRAWBRY LEMONADE R P15359
037002BH,MAN STRAWBRY LEMONADE R P15359
072651,MAN SUN PAR R CARMINE KING PAF
072652,MAN SUN PAR R CARMINE KING PAF
072652ST,MAN SUN PAR R CARMINE KING PAF
072655,MAN SUN PAR R CARMINE KING PAF
045011,MAN SUN PAR R CRIMSON PP15539
045011BH,MAN SUN PAR R CRIMSON PP15539
045011ST,MAN SUN PAR R CRIMSON PP15539
045012,MAN SUN PAR R CRIMSON PP15539
045012BH,MAN SUN PAR R CRIMSON PP15539
045012ST,MAN SUN PAR R CRIMSON PP15539
04501K,MAN SUN PAR R CRIMSON PP15539
04501KBH,MAN SUN PAR R CRIMSON PP15539
09238UT,MAN SUN PAR R GARDEN CRIMSON
057082,MAN SUN PAR R GIANT PNK P15202
057082ST,MAN SUN PAR R GIANT PNK P15202
057085,MAN SUN PAR R GIANT PNK P15202
05708K,MAN SUN PAR R GIANT PNK P15202
061232,MAN SUN PAR R GNT CRIM P17736
061232ST,MAN SUN PAR R GNT CRIM P17736
061235,MAN SUN PAR R GNT CRIM P17736
06123K,MAN SUN PAR R GNT CRIM P17736
057062,MAN SUN PAR R GNT WHITE P11556
057062ST,MAN SUN PAR R GNT WHITE P11556
057065,MAN SUN PAR R GNT WHITE P11556
057091,MAN SUN PAR R PRTY CRMN P16449
057091BH,MAN SUN PAR R PRTY CRMN P16449
057092,MAN SUN PAR R PRTY CRMN P16449
057092BH,MAN SUN PAR R PRTY CRMN P16449
057098BK,MAN SUN PAR R PRTY CRMN P16449
057071,MAN SUN PAR R PRTY PNK P19399
057071BH,MAN SUN PAR R PRTY PNK P19399
057072,MAN SUN PAR R PRTY PNK P19399
057072BH,MAN SUN PAR R PRTY PNK P19399
057078BK,MAN SUN PAR R PRTY PNK P19399
070532BH,MAN SUN PAR R STR&STRPS P19931
070532ST,MAN SUN PAR R STR&STRPS P19931
072641BH,MAN SUN PAR R WHITE PP22695
072642,MAN SUN PAR R WHITE PP22695
072642BH,MAN SUN PAR R WHITE PP22695
072648BK,MAN SUN PAR R WHITE PP22695
072561BH,MAN SUN PAR TM BURGUNDY PPAF
072562,MAN SUN PAR TM BURGUNDY PPAF
072562BH,MAN SUN PAR TM BURGUNDY PPAF
072662BH,MAN SUN PAR TM CREAM PINK PPAF
072672BH,MAN SUN PAR TM DARK RED PPAF
072682BH,MAN SUN PAR TM PINK PPAF
061291,MAN TANGO TWIRL R P14290
061295,MAN TANGO TWIRL R P14290
016601,MAN X CRIMSON JEWEL R
016605,MAN X CRIMSON JEWEL R
069461,MANFREDA MAC SILVER LEOPARD
077731S,MANFREDA X BLOODSPOT
045291,MASCAGNIA MACROPTERA
045295,MASCAGNIA MACROPTERA
06243UT,MAZUS REPTAN ALBUS
06244UT,MAZUS REPTANS
05853UT,MELAMPODIUM LEU PLAINS BLKFOOT
051291,MELIANTHUS MAJ ANTONOW'S BLUE
051292,MELIANTHUS MAJ ANTONOW'S BLUE
051295,MELIANTHUS MAJ ANTONOW'S BLUE
049881S,MELIANTHUS MAJOR PURPLE HAZE
06390UT,MELISSA OFFICINALIS
06690UT,MENTHA SPICATA
06437UT,MENTHA X PIPERITA CHOC MINT
056695,MERYTA SINCLAIRII
047222,METAPANAX DAVIDII 8131 DJHC8
047225,METAPANAX DAVIDII 8131 DJHC8
049891,METAPANAX DEL JADE DRAGON TM
036165,METASEQUOIA G OGON GOLD RUSH
061711,METROSIDEROS COLL SPRINGFIRE
061715,METROSIDEROS COLL SPRINGFIRE
061881,METROSIDEROS EXCELSA GALA
061885,METROSIDEROS EXCELSA GALA
061485,MICHELIA CHAMPACA
061385,MICHELIA CHAMPACA ALBA
061389,MICHELIA CHAMPACA ALBA
061475,MICHELIA DOLTSOPA SILVER CLOUD
061535,MICHELIA FIGO
091285,MICHELIA X MICJUR01 BLUSH PPAF
091285BH,MICHELIA X MICJUR01 BLUSH PPAF
091289,MICHELIA X MICJUR01 BLUSH PPAF
038512,MICROBIOTA DRWS BLUE TM P20298
038515,MICROBIOTA DRWS BLUE TM P20298
038502,MICROBIOTA FUZZBALL TM P20012
038505,MICROBIOTA FUZZBALL TM P20012
057861,MIMULUS AURANTIACUS
077641,MIMULUS CURIOUS TM ORANGE PPAF
077651,MIMULUS CURIOUS TM RED PPAF
06182UT,MONARDA JACOB CLINE
061821,MONARDA JACOB CLINE
058641,MONARDA PETER'S PURPLE
073551,MONARDA PETITE DELIGHT PP10784
061921,MONARDA PUNCTATA
02586UT,MONARDA RASPBERRY WINE
025861,MONARDA RASPBERRY WINE
06248UT,MUEHLENBECKIA AXILLARIS
047251,MUKDENIA ROS CRIMSON FANS
047252,MUKDENIA ROS CRIMSON FANS
061851,MURRAYA EXOTICA
061855,MURRAYA EXOTICA
087782,MURRAYA KOENIGII
061901,MURRAYA PANICULATA
061901PT,MURRAYA PANICULATA
061905,MURRAYA PANICULATA
061905PT,MURRAYA PANICULATA
061931,MUSA ACUM ENANO GIGANTE
061935,MUSA ACUM ENANO GIGANTE
061941,MUSA ACUM ZEBRINA
061945,MUSA ACUM ZEBRINA
061971,MUSA BASJOO
061975,MUSA BASJOO
050162,MUSA DWARF CAVENDISH
050172,MUSA HIGH COLOR MINI
072522,MUSA SIAM RUBY
072525,MUSA SIAM RUBY
072529,MUSA SIAM RUBY
061915,MUSA VELUTINA
061965,MUSELLA LASIOCARPA
062135,MYRICA CALIFORNICA
062147,MYRICA CERIFERA
062149,MYRICA CERIFERA
062149BH,MYRICA CERIFERA
06214X,MYRICA CERIFERA
062185,MYRICA PENSYLVANICA
034761,MYRSINE AFRICANA
062171,MYRTUS COM COMPACTA
06217EGL,MYRTUS COM COMPACTA
06217EPT,MYRTUS COM COMPACTA
06217EPY,MYRTUS COM COMPACTA
026061,MYRTUS COM VARIEGATA
062221,NAND D SIENNA SUNRISE R P14693
062222,NAND D SIENNA SUNRISE R P14693
062225,NAND D SIENNA SUNRISE R P14693
04822M,NAND DOM BURGUNDY WINE
062255,NAND DOM COMPACTA
081625,NAND DOM EMERALD SEA
081627,NAND DOM EMERALD SEA
