Item#,Item#,Size,Size Description,Item Description,Common
05943X,5943,X,#30,MAG G LITTLE GEM,Dwarf Southern Magnolia
059505,5950,5,#5,MAG G SAINT MARY,Saint Mary Southern Magnolia
059507,5950,7,#7,MAG G SAINT MARY,Saint Mary Southern Magnolia
059509,5950,9,#15,MAG G SAINT MARY,Saint Mary Southern Magnolia
020105,2010,5,#5,MAG G TEDDY BEAR R PP13049,Teddy Bear ® Southern Magnolia
020107,2010,7,#7,MAG G TEDDY BEAR R PP13049,Teddy Bear ® Southern Magnolia
020109,2010,9,#15,MAG G TEDDY BEAR R PP13049,Teddy Bear ® Southern Magnolia
02010M,2010,M,#10 Squat,MAG G TEDDY BEAR R PP13049,Teddy Bear ® Southern Magnolia
059905,5990,5,#5,MAG LILIFLORA NIGRA,Purple Lily Magnolia
059455,5945,5,#5,MAG MAJESTIC BEAUTY R,Majestic Beauty ® Southern Magnoli
059457,5945,7,#7,MAG MAJESTIC BEAUTY R,Majestic Beauty ® Southern Magnoli
059459,5945,9,#15,MAG MAJESTIC BEAUTY R,Majestic Beauty ® Southern Magnoli
060401,6040,1,#1,MAG STELLATA ROYAL STAR,Royal Star Magnolia
060405,6040,5,#5,MAG STELLATA ROYAL STAR,Royal Star Magnolia
06040M,6040,M,#10 Squat,MAG STELLATA ROYAL STAR,Royal Star Magnolia
060427,6042,7,#7,MAG VIRGINIANA,Sweet Bay Magnolia
010085,1008,5,#5,MAG X ANN,Ann Magnolia
059515TR,5951,5TR,#5 TREE,MAG X ATHENE,Athene Magnolia
059517TR,5951,7TR,#7 TREE,MAG X ATHENE,Athene Magnolia
059585,5958,5,#5,MAG X BLACK TULIP PPAF,Black Tulip ™ Magnolia
059585TR,5958,5TR,#5 TREE,MAG X BLACK TULIP PPAF,Black Tulip ™ Magnolia
059587TR,5958,7TR,#7 TREE,MAG X BLACK TULIP PPAF,Black Tulip ™ Magnolia
059619,5961,9,#15,MAG X BLUSHING BELLE,
09423M,9423,M,#10 Squat,MAG X BURGUNDY STAR PPAF,
060115TR,6011,5TR,#5 TREE,MAG X DAYBREAK,Daybreak Magnolia
060117TR,6011,7TR,#7 TREE,MAG X DAYBREAK,Daybreak Magnolia
059425,5942,5,#5,MAG X ELIZABETH,Elizabeth Magnolia
059425TR,5942,5TR,#5 TREE,MAG X ELIZABETH,Elizabeth Magnolia
059427,5942,7,#7,MAG X ELIZABETH,Elizabeth Magnolia
059427TR,5942,7TR,#7 TREE,MAG X ELIZABETH,Elizabeth Magnolia
05942M,5942,M,#10 Squat,MAG X ELIZABETH,Elizabeth Magnolia
059595TR,5959,5TR,#5 TREE,MAG X FELIX JURY PPAF,Felix Jury Magnolia
059597TR,5959,7TR,#7 TREE,MAG X FELIX JURY PPAF,Felix Jury Magnolia
060125TR,6012,5TR,#5 TREE,MAG X GALAXY,Galaxy Magnolia
059629,5962,9,#15,MAG X GOLDEN RAIN,
059601,5960,1,#1,MAG X LOEB LEONARD MESSEL,Leonard Messel Magnolia
059605,5960,5,#5,MAG X LOEB LEONARD MESSEL,Leonard Messel Magnolia
05960M,5960,M,#10 Squat,MAG X LOEB LEONARD MESSEL,Leonard Messel Magnolia
059951,5995,1,#1,MAG X LOEB MERRILL,Merrill Magnolia
059955,5995,5,#5,MAG X LOEB MERRILL,Merrill Magnolia
05995M,5995,M,#10 Squat,MAG X LOEB MERRILL,Merrill Magnolia
059649,5964,9,#15,MAG X PINK DELIGHT,
059569,5956,9,#15,MAG X PINK SURPRISE,
059551,5955,1,#1,MAG X RANDY,Randy Magnolia
059555,5955,5,#5,MAG X RANDY,Randy Magnolia
05955M,5955,M,#10 Squat,MAG X RANDY,Randy Magnolia
059635,5963,5,#5,MAG X ROSE MARIE,Rose Marie Magnolia
059635TR,5963,5TR,#5 TREE,MAG X ROSE MARIE,Rose Marie Magnolia
059637,5963,7,#7,MAG X ROSE MARIE,Rose Marie Magnolia
059639,5963,9,#15,MAG X ROSE MARIE,Rose Marie Magnolia
060155,6015,5,#5,MAG X SOUL ALEXANDRINA,Alexander Magnolia
060159,6015,9,#15,MAG X SOUL ALEXANDRINA,Alexander Magnolia
06015M,6015,M,#10 Squat,MAG X SOUL ALEXANDRINA,Alexander Magnolia
060101,6010,1,#1,MAG X SOULANGIANA,Saucer Magnolia
060105,6010,5,#5,MAG X SOULANGIANA,Saucer Magnolia
059575,5957,5,#5,MAG X TIMELESS BEAUTY R,Timeless Beauty ® Evergreen Magnol
059577,5957,7,#7,MAG X TIMELESS BEAUTY R,Timeless Beauty ® Evergreen Magnol
059579,5957,9,#15,MAG X TIMELESS BEAUTY R,Timeless Beauty ® Evergreen Magnol
059395TR,5939,5TR,#5 TREE,MAG X VEITCHII COLUMBUS,Columbus Magnolia
060185TR,6018,5TR,#5 TREE,MAG X VULCAN,Vulcan Magnolia
060195,6019,5,#5,MAG X YELLOW BIRD,Yellow Bird Magnolia
060195TR,6019,5TR,#5 TREE,MAG X YELLOW BIRD,Yellow Bird Magnolia
060197,6019,7,#7,MAG X YELLOW BIRD,Yellow Bird Magnolia
060197TR,6019,7TR,#7 TREE,MAG X YELLOW BIRD,Yellow Bird Magnolia
06019M,6019,M,#10 Squat,MAG X YELLOW BIRD,Yellow Bird Magnolia
060701,6070,1,#1,MAHONIA AQUIFOLIUM,Oregon Grape Holly
060705,6070,5,#5,MAHONIA AQUIFOLIUM,Oregon Grape Holly
060751,6075,1,#1,MAHONIA AQUIFOLIUM COMPACTA,Compact Oregon Grape Holly
060752,6075,2,#2,MAHONIA AQUIFOLIUM COMPACTA,Compact Oregon Grape Holly
060755,6075,5,#5,MAHONIA AQUIFOLIUM COMPACTA,Compact Oregon Grape Holly
060901,6090,1,#1,MAHONIA BEALEI,Leatherleaf Mahonia
060905,6090,5,#5,MAHONIA BEALEI,Leatherleaf Mahonia
060907,6090,7,#7,MAHONIA BEALEI,Leatherleaf Mahonia
060922,6092,2,#2,MAHONIA FORTUNEI,Chinese Mahonia
060925,6092,5,#5,MAHONIA FORTUNEI,Chinese Mahonia
060931,6093,1,#1,MAHONIA NERVOSA,LONGLEAF MAHONIA
060805,6080,5,#5,MAHONIA ORANGEE FLAME,Orangee Flame Oregon Grape Holly
06095UT,6095,UT,LittleOne,MAHONIA REPENS,Creeping Mahonia
060951,6095,1,#1,MAHONIA REPENS,Creeping Mahonia
060952,6095,2,#2,MAHONIA REPENS,Creeping Mahonia
036655,3665,5,#5,MAHONIA X CHARITY,Charity Mahonia
053585,5358,5,#5,MAHONIA X MED LIONEL FORTESCUE,Lionel Fortescue Mahonia
030575,3057,5,#5,MALUS CENTURION R,Centurion ® Crabapple
018325,1832,5,#5,MALUS SARGENTII TINA,Tina Sargent Crabapple
030585,3058,5,#5,MALUS SIEBOLDII CALOCARPA,Redbud Crabapple
06109MT,6109,MT,#10 Tall TREE,MALUS X ANNA APPLE,Anna Apple
058955TR,5895,5TR,#5 TREE,MALUS X FUJI APPLE,Fuji Apple
05895MT,5895,MT,#10 Tall TREE,MALUS X FUJI APPLE,Fuji Apple
06104MT,6104,MT,#10 Tall TREE,MALUS X GOLDEN DELICIOUS APPLE,Golden Delicious Apple
06105MT,6105,MT,#10 Tall TREE,MALUS X GRANNY SMITH APPLE,Granny Smith Apple
05898MT,5898,MT,#10 Tall TREE,MALUS X HONEYCRISP TM APPLE,Honeycrisp ™ Apple
061145,6114,5,#5,MALUS X PRAIRIFIRE,Prairifire Crabapple
05896MT,5896,MT,#10 Tall TREE,MALUS X RED DELICIOUS APPLE,Red Delicious Apple
05852UT,5852,UT,LittleOne,MALVA ARBOREUS VAR BIG MOMMA,Big Momma Turk's Cap
058521,5852,1,#1,MALVA ARBOREUS VAR BIG MOMMA,Big Momma Turk's Cap
061201,6120,1,#1 STAKED,MAN ALICE DU PONT,Alice Du Pont Mandevilla
061205,6120,5,#5 STAKED,MAN ALICE DU PONT,Alice Du Pont Mandevilla
085801,8580,1,#1 STAKED,MAN BRIDE'S CASCADE PPAF,Bride's Cascade Mandevilla
085805,8580,5,#5 STAKED,MAN BRIDE'S CASCADE PPAF,Bride's Cascade Mandevilla
061211,6121,1,#1 STAKED,MAN MOONLIGHT PARFAIT R P12123,Moonlight Parfait ® Mandevilla
061215,6121,5,#5 STAKED,MAN MOONLIGHT PARFAIT R P12123,Moonlight Parfait ® Mandevilla
061191,6119,1,#1 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait ® Mandevilla
061192,6119,2,#2 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait ® Mandevilla
061195,6119,5,#5 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait ® Mandevilla
061241,6124,1,#1 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061241BH,6124,1BH,#1 BUSH,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061241ST,6124,1ST,#1 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061242BH,6124,2BH,#2 BUSH,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061242ST,6124,2ST,#2 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061245,6124,5,#5 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061245ST,6124,5ST,#5 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla
06124K,6124,K,"10"" TC Pot STAKED",MAN RED RIDING HOOD,Red Riding Hood Mandevilla
061271ST,6127,1ST,#1 STAKED,MAN S RED FURY PP19698,Red Fury Mandevilla
037002,3700,2,#2 BUSH,MAN STRAWBRY LEMONADE R P15359,Strawberry Lemonade ® Mandevilla
037002BH,3700,2BH,#2 BUSH,MAN STRAWBRY LEMONADE R P15359,Strawberry Lemonade ® Mandevilla
072651,7265,1,#1 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol ® Carmine King ™
072652,7265,2,#2 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol ® Carmine King ™
072652ST,7265,2ST,#2 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol ® Carmine King ™
072655,7265,5,#5 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol ® Carmine King ™
045011,4501,1,#1 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
045011BH,4501,1BH,#1 BUSH,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
045011ST,4501,1ST,#1 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
045012,4501,2,#2 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
045012BH,4501,2BH,#2 BUSH,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
045012ST,4501,2ST,#2 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
04501K,4501,K,"10"" TC Pot STAKED",MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
04501KBH,4501,KBH,"10"" TC Pot BUSH",MAN SUN PAR R CRIMSON PP15539,Sun Parasol ® Crimson Mandevilla
09238UT,9238,UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol ® Garden Crimson Mande
057082,5708,2,#2 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol ® Giant Pink Mandevill
057082ST,5708,2ST,#2 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol ® Giant Pink Mandevill
057085,5708,5,#5 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol ® Giant Pink Mandevill
05708K,5708,K,"10"" TC Pot",MAN SUN PAR R GIANT PNK P15202,Sun Parasol ® Giant Pink Mandevill
061232,6123,2,#2,MAN SUN PAR R GNT CRIM P17736,Sun Parasol ® Giant Crimson Mandev
061232ST,6123,2ST,#2 STAKED,MAN SUN PAR R GNT CRIM P17736,Sun Parasol ® Giant Crimson Mandev
061235,6123,5,#5 STAKED,MAN SUN PAR R GNT CRIM P17736,Sun Parasol ® Giant Crimson Mandev
06123K,6123,K,"10"" TC Pot",MAN SUN PAR R GNT CRIM P17736,Sun Parasol ® Giant Crimson Mandev
057062,5706,2,#2 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol ® Giant White Mandevil
057062ST,5706,2ST,#2 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol ® Giant White Mandevil
057065,5706,5,#5 STAKED,MAN SUN PAR R GNT WHITE P11556,Sun Parasol ® Giant White Mandevil
057091,5709,1,#1 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol ® Pretty Crimson Mande
057091BH,5709,1BH,#1 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol ® Pretty Crimson Mande
057092,5709,2,#2 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol ® Pretty Crimson Mande
057092BH,5709,2BH,#2 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol ® Pretty Crimson Mande
057098BK,5709,8BK,Basket,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol ® Pretty Crimson Mande
057071,5707,1,#1 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol ® Pretty Pink Mandevil
057071BH,5707,1BH,#1 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol ® Pretty Pink Mandevil
057072,5707,2,#2 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol ® Pretty Pink Mandevil
057072BH,5707,2BH,#2 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol ® Pretty Pink Mandevil
057078BK,5707,8BK,Basket,MAN SUN PAR R PRTY PNK P19399,Sun Parasol ® Pretty Pink Mandevil
070532BH,7053,2BH,#2 BUSH,MAN SUN PAR R STR&STRPS P19931,Sun Parasol ® Stars & Stripes Mand
070532ST,7053,2ST,#2 STAKED,MAN SUN PAR R STR&STRPS P19931,Sun Parasol ® Stars & Stripes Mand
072641BH,7264,1BH,#1 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol ® White Mandevilla
072642,7264,2,#2 STAKED,MAN SUN PAR R WHITE PP22695,Sun Parasol ® White Mandevilla
072642BH,7264,2BH,#2 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol ® White Mandevilla
072648BK,7264,8BK,Basket,MAN SUN PAR R WHITE PP22695,Sun Parasol ® White Mandevilla
072561BH,7256,1BH,#1 BUSH,MAN SUN PAR TM BURGUNDY PPAF,Sun Parasol ® Burgundy Mandevilla
072562,7256,2,#2,MAN SUN PAR TM BURGUNDY PPAF,Sun Parasol ® Burgundy Mandevilla
072562BH,7256,2BH,#2 BUSH,MAN SUN PAR TM BURGUNDY PPAF,Sun Parasol ® Burgundy Mandevilla
072662BH,7266,2BH,#2 BUSH,MAN SUN PAR TM CREAM PINK PPAF,
072672BH,7267,2BH,#2 BUSH,MAN SUN PAR TM DARK RED PPAF,
072682BH,7268,2BH,#2 BUSH,MAN SUN PAR TM PINK PPAF,
061291,6129,1,#1 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl ® Mandevilla
061295,6129,5,#5 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl ® Mandevilla
016601,1660,1,#1 STAKED,MAN X CRIMSON JEWEL R,Crimson Jewel ® Mandevilla
016605,1660,5,#5 STAKED,MAN X CRIMSON JEWEL R,Crimson Jewel ® Mandevilla
069461,6946,1,#1,MANFREDA MAC SILVER LEOPARD,Silver Leopard Spice Lily
077731S,7773,1S,SuperOne TM,MANFREDA X BLOODSPOT,Bloodspot Mangave
045291,4529,1,#1 STAKED,MASCAGNIA MACROPTERA,Butterfly Vine
045295,4529,5,#5 STAKED,MASCAGNIA MACROPTERA,Butterfly Vine
06243UT,6243,UT,LittleOne,MAZUS REPTAN ALBUS,White Creeping Mazus
06244UT,6244,UT,LittleOne,MAZUS REPTANS,Creeping Mazus
05853UT,5853,UT,LittleOne,MELAMPODIUM LEU PLAINS BLKFOOT,Blackfoot Daisy
051291,5129,1,#1,MELIANTHUS MAJ ANTONOW'S BLUE,Antonow's Blue Honey Bush
051292,5129,2,#2,MELIANTHUS MAJ ANTONOW'S BLUE,Antonow's Blue Honey Bush
051295,5129,5,#5,MELIANTHUS MAJ ANTONOW'S BLUE,Antonow's Blue Honey Bush
049881S,4988,1S,SuperOne TM,MELIANTHUS MAJOR PURPLE HAZE,Purple Haze Giant Honey Bush
06390UT,6390,UT,LittleOne,MELISSA OFFICINALIS,Lemon Balm
06690UT,6690,UT,LittleOne,MENTHA SPICATA,
06437UT,6437,UT,LittleOne,MENTHA X PIPERITA CHOC MINT,Chocolate Mint
056695,5669,5,#5,MERYTA SINCLAIRII,
047222,4722,2,#2,METAPANAX DAVIDII 8131 DJHC8,
047225,4722,5,#5,METAPANAX DAVIDII 8131 DJHC8,
049891,4989,1,#1,METAPANAX DEL JADE DRAGON TM,Jade Dragon ™ False Ginseng
036165,3616,5,#5,METASEQUOIA G OGON GOLD RUSH,Gold Rush Dawn Redwood
061711,6171,1,#1,METROSIDEROS COLL SPRINGFIRE,Ohia Lehua In Hawaii
061715,6171,5,#5,METROSIDEROS COLL SPRINGFIRE,Ohia Lehua In Hawaii
061881,6188,1,#1,METROSIDEROS EXCELSA GALA,Variegated New Zealand Christmas Tree
061885,6188,5,#5,METROSIDEROS EXCELSA GALA,Variegated New Zealand Christmas Tree
061485,6148,5,#5,MICHELIA CHAMPACA,Fragrant Himalayan Champaca
061385,6138,5,#5,MICHELIA CHAMPACA ALBA,White Fragrant Himalayan Champaca
061389,6138,9,#15,MICHELIA CHAMPACA ALBA,White Fragrant Himalayan Champaca
061475,6147,5,#5,MICHELIA DOLTSOPA SILVER CLOUD,Silver Cloud Michelia
061535,6153,5,#5,MICHELIA FIGO,Banana Shrub
091285,9128,5,#5,MICHELIA X MICJUR01 BLUSH PPAF,Fairy Magnolia ® Blush
091285BH,9128,5BH,#5 BUSH,MICHELIA X MICJUR01 BLUSH PPAF,Fairy Magnolia ® Blush
091289,9128,9,#15,MICHELIA X MICJUR01 BLUSH PPAF,Fairy Magnolia ® Blush
038512,3851,2,#2,MICROBIOTA DRWS BLUE TM P20298,Drew's Blue ™ Siberian Carpet Cypr
038515,3851,5,#5,MICROBIOTA DRWS BLUE TM P20298,Drew's Blue ™ Siberian Carpet Cypr
038502,3850,2,#2,MICROBIOTA FUZZBALL TM P20012,Fuzzball ™ Siberian Carpet Cypress
038505,3850,5,#5,MICROBIOTA FUZZBALL TM P20012,Fuzzball ™ Siberian Carpet Cypress
057861,5786,1,#1,MIMULUS AURANTIACUS,
077641,7764,1,#1,MIMULUS CURIOUS TM ORANGE PPAF,Curious ™ Orange Monkey FLower
077651,7765,1,#1,MIMULUS CURIOUS TM RED PPAF,Curious ™ Red Monkey Flower
06182UT,6182,UT,LittleOne,MONARDA JACOB CLINE,Jacob Cline Bee Balm
061821,6182,1,#1,MONARDA JACOB CLINE,Jacob Cline Bee Balm
058641,5864,1,#1,MONARDA PETER'S PURPLE,Peter's Purple Bee Balm
073551,7355,1,#1,MONARDA PETITE DELIGHT PP10784,Petite Delight Bee Balm
061921,6192,1,#1,MONARDA PUNCTATA,
02586UT,2586,UT,LittleOne,MONARDA RASPBERRY WINE,Raspberry Wine Bee Balm
025861,2586,1,#1,MONARDA RASPBERRY WINE,Raspberry Wine Bee Balm
06248UT,6248,UT,LittleOne,MUEHLENBECKIA AXILLARIS,Creeping Wire Vine
047251,4725,1,#1,MUKDENIA ROS CRIMSON FANS,Red-Leafed Mukdenia
047252,4725,2,#2,MUKDENIA ROS CRIMSON FANS,Red-Leafed Mukdenia
061851,6185,1,#1,MURRAYA EXOTICA,Compact Orange Jessamine
061855,6185,5,#5,MURRAYA EXOTICA,Compact Orange Jessamine
087782,8778,2,#2,MURRAYA KOENIGII,Curry Leaf
061901,6190,1,#1,MURRAYA PANICULATA,Orange Jessamine
061901PT,6190,1PT,#1 PATIO TREE,MURRAYA PANICULATA,Orange Jessamine
061905,6190,5,#5,MURRAYA PANICULATA,Orange Jessamine
061905PT,6190,5PT,#5 PATIO TREE,MURRAYA PANICULATA,Orange Jessamine
061931,6193,1,#1,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana
061935,6193,5,#5,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana
061941,6194,1,#1,MUSA ACUM ZEBRINA,Blood Banana
061945,6194,5,#5,MUSA ACUM ZEBRINA,Blood Banana
061971,6197,1,#1,MUSA BASJOO,Hardy Fiber Banana
061975,6197,5,#5,MUSA BASJOO,Hardy Fiber Banana
050162,5016,2,#2,MUSA DWARF CAVENDISH,Dwarf Cavendish Banana
050172,5017,2,#2,MUSA HIGH COLOR MINI,Dwarf Variegated Banana
072522,7252,2,#2,MUSA SIAM RUBY,Siam Ruby Banana
072525,7252,5,#5,MUSA SIAM RUBY,Siam Ruby Banana
072529,7252,9,#15,MUSA SIAM RUBY,Siam Ruby Banana
061915,6191,5,#5,MUSA VELUTINA,Pink Fruiting Banana
061965,6196,5,#5,MUSELLA LASIOCARPA,Chinese Yellow Banana
062135,6213,5,#5,MYRICA CALIFORNICA,PACIFIC WAX MYRTLE
062147,6214,7,#7,MYRICA CERIFERA,Southern Wax Myrtle
062149,6214,9,#15 CLUMP,MYRICA CERIFERA,Southern Wax Myrtle
062149BH,6214,9BH,#15 BUSH,MYRICA CERIFERA,Southern Wax Myrtle
06214X,6214,X,#30 CLUMP,MYRICA CERIFERA,Southern Wax Myrtle
062185,6218,5,#5,MYRICA PENSYLVANICA,Northern Bayberry
034761,3476,1,#1,MYRSINE AFRICANA,African Boxwood
062171,6217,1,#1,MYRTUS COM COMPACTA,Dwarf Myrtle
06217EGL,6217,EGL,"7"" Terra Cotta GLOBE",MYRTUS COM COMPACTA,Dwarf Myrtle
06217EPT,6217,EPT,"7"" Terra Cotta PATIO",MYRTUS COM COMPACTA,Dwarf Myrtle
06217EPY,6217,EPY,"7"" Terra Cotta CONE",MYRTUS COM COMPACTA,Dwarf Myrtle
026061,2606,1,#1,MYRTUS COM VARIEGATA,Variegated Myrtle
062221,6222,1,#1,NAND D SIENNA SUNRISE R P14693,Sienna Sunrise ® Heavenly Bamboo
062222,6222,2,#2,NAND D SIENNA SUNRISE R P14693,Sienna Sunrise ® Heavenly Bamboo
062225,6222,5,#5,NAND D SIENNA SUNRISE R P14693,Sienna Sunrise ® Heavenly Bamboo
04822M,4822,M,#10 Squat,NAND DOM BURGUNDY WINE,
062255,6225,5,#5,NAND DOM COMPACTA,Dwarf Heavenly Bamboo
081625,8162,5,#5,NAND DOM EMERALD SEA,Emerald Sea Heavenly Bamboo
081627,8162,7,#7,NAND DOM EMERALD SEA,Emerald Sea Heavenly Bamboo
081629,8162,9,#15,NAND DOM EMERALD SEA,Emerald Sea Heavenly Bamboo
062231,6223,1,#1,NAND DOM FIREPOWER,Firepower Heavenly Bamboo
062232,6223,2,#2,NAND DOM FIREPOWER,Firepower Heavenly Bamboo
062121,6212,1,#1,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo
062122,6212,2,#2,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo
062123,6212,3,#3,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo
062125,6212,5,#5,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo
093762,9376,2,#2,NAND DOM HARB DWF(RED SELECT),
016642,1664,2,#2,NAND DOM HARBOR BELLE PPAF,Harbor Belle Heavenly Bamboo
062331,6233,1,#1,NAND DOM HARBOUR DWARF,Harbour Dwarf Heavenly Bamboo
062332,6233,2,#2,NAND DOM HARBOUR DWARF,Harbour Dwarf Heavenly Bamboo
062211,6221,1,#1,NAND DOM PLUM PASSION R P12069,Plum Passion ® Heavenly Bamboo
062215,6221,5,#5,NAND DOM PLUM PASSION R P12069,Plum Passion ® Heavenly Bamboo
062217,6221,7,#7,NAND DOM PLUM PASSION R P12069,Plum Passion ® Heavenly Bamboo
062201,6220,1,#1,NAND DOMESTICA,Heavenly Bamboo
062205,6220,5,#5,NAND DOMESTICA,Heavenly Bamboo
082581,8258,1,#1,NEPETA LITTLE TRUDY R PP18904,Little Trudy ® Catmint
081741,8174,1,#1,NEPETA NERVOSA PINK CAT,Pink Cat Catmint
062351,6235,1,#1,NEPETA S SWEET DREAMS,Sweet Dream Catmint
06228UT,6228,UT,LittleOne,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint
062281,6228,1,#1,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint
062282,6228,2,#2,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint
060871,6087,1,#1,NIER SUMRSPLSH R CMP BL P13934,Summer Splash ® Compact Blue Cupfl
060861,6086,1,#1,NIER SUMRSPLSH R COMP WT PPAF,Summer Splash ® Compact White Cupf
060881,6088,1,#1,NIER SUMRSPLSH R LT BLU P20854,Summer Splash ® Light Blue Cupflow
047815,4781,5,#5,NOLINA MICROCARPA,Beargrass
062955,6295,5,#5,NYSSA SYLVATICA,Tupelo
033875,3387,5,#5,NYSSA SYLVATICA WILDFIRE,
07579UT,7579,UT,LittleOne,OCIMUM BAS FINO VERDE,Fino Verde Basil
068481,6848,1,#1,OENOTHERA FREM SHIMMER PP19663,Shimmer Evening Primrose
068482,6848,2,#2,OENOTHERA FREM SHIMMER PP19663,Shimmer Evening Primrose
032691,3269,1,#1,OENOTHERA MACRO INCANA,
062971,6297,1,#1,OENOTHERA MISSOURENSIS,Ozark Sundrops
060085,6008,5,#5,OLEA HAAS IMP MANZANILLO (FRT),Hass Improved Manzanillo Fruiting Olive
060085TR,6008,5TR,#5 TREE,OLEA HAAS IMP MANZANILLO (FRT),Hass Improved Manzanillo Fruiting Olive
060087,6008,7,#7,OLEA HAAS IMP MANZANILLO (FRT),Hass Improved Manzanillo Fruiting Olive
063041,6304,1,#1,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063042,6304,2,#2,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063045,6304,5,#5,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063045P2,6304,5P2,#5 2BALL POODLE,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063045PT,6304,5PT,#5 PATIO TREE,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063045PTS,6304,5PTS,#5 SHORT PATIO TREE,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
063047PT,6304,7PT,#7 PATIO TREE,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
06304EGL,6304,EGL,"7"" Terra Cotta GLOBE",OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
06304EPT,6304,EPT,"7"" Terra Cotta PATIO",OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
06304EPY,6304,EPY,"7"" Terra Cotta CONE",OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
06304M,6304,M,#10 Squat,OLEA LITTLE OLLIE R,Little Ollie ® Dwarf Olive
062991,6299,1,#1,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
062995,6299,5,#5,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
062995TR,6299,5TR,#5 TREE,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
062997,6299,7,#7,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
062997TR,6299,7TR,#7 TREE,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
062999TR,6299,9TR,#15 TREE,OLEA MAJESTIC BEAUTY R,Majestic Beauty ® Fruitless Olive
036825,3682,5,#5,OLEA SEVILLANO (FRUITING),Sevillano Fruiting Olive
